customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
6255,Customer 6255,customer6255@example.com,US,2019-08-24,Basic,3401.91
6256,Customer 6256,customer6256@example.com,IN,2024-07-19,Basic,7250.11
6257,Customer 6257,customer6257@example.com,IN,2020-03-23,Basic,4894.36
6258,Customer 6258,customer6258@example.com,UK,2023-02-26,Premium,1979.79
6259,Customer 6259,customer6259@example.com,CA,2020-01-24,Standard,8532.66
6260,Customer 6260,customer6260@example.com,DE,2021-01-31,Standard,2937.45
6261,Customer 6261,customer6261@example.com,IN,2018-01-01,Standard,4984.48
6262,Customer 6262,customer6262@example.com,US,2022-12-24,Basic,9591.81
6263,Customer 6263,customer6263@example.com,FR,2019-06-12,Premium,3220.61
6264,Customer 6264,customer6264@example.com,US,2018-01-22,Basic,8385.71
6265,Customer 6265,customer6265@example.com,FR,2021-08-09,Premium,7796.18
6266,Customer 6266,customer6266@example.com,IN,2018-10-20,Standard,6335.76
6267,Customer 6267,customer6267@example.com,CA,2024-04-01,Standard,989.30
6268,Customer 6268,customer6268@example.com,CA,2020-09-05,Basic,1747.94
6269,Customer 6269,customer6269@example.com,IN,2024-08-26,Standard,876.72
6270,Customer 6270,customer6270@example.com,DE,2022-04-20,Premium,9718.85
6271,Customer 6271,customer6271@example.com,US,2024-10-14,Premium,5627.61
6272,Customer 6272,customer6272@example.com,DE,2023-09-16,Premium,3508.70
6273,Customer 6273,customer6273@example.com,IN,2018-11-20,Basic,7392.40
6274,Customer 6274,customer6274@example.com,US,2021-08-07,Standard,2679.66
6275,Customer 6275,customer6275@example.com,CA,2024-12-11,Standard,6723.86
6276,Customer 6276,customer6276@example.com,UK,2024-10-02,Basic,1258.03
6277,Customer 6277,customer6277@example.com,FR,2018-07-12,Basic,4969.78
6278,Customer 6278,customer6278@example.com,FR,2018-01-12,Premium,2922.06
6279,Customer 6279,customer6279@example.com,IN,2020-10-03,Premium,7196.56
6280,Customer 6280,customer6280@example.com,DE,2021-06-30,Premium,5441.80
6281,Customer 6281,customer6281@example.com,US,2020-10-15,Basic,9238.88
6282,Customer 6282,customer6282@example.com,CA,2024-02-15,Premium,1864.29
6283,Customer 6283,customer6283@example.com,AU,2024-01-20,Premium,6841.63
6284,Customer 6284,customer6284@example.com,IN,2022-04-17,Standard,7712.56
6285,Customer 6285,customer6285@example.com,AU,2018-06-13,Premium,5186.04
6286,Customer 6286,customer6286@example.com,AU,2024-02-07,Basic,4053.47
6287,Customer 6287,customer6287@example.com,DE,2018-03-28,Basic,4503.68
6288,Customer 6288,customer6288@example.com,IN,2018-02-20,Premium,3978.25
6289,Customer 6289,customer6289@example.com,UK,2024-10-26,Basic,3445.67
6290,Customer 6290,customer6290@example.com,FR,2021-03-03,Basic,4429.56
6291,Customer 6291,customer6291@example.com,IN,2020-04-26,Premium,7251.51
6292,Customer 6292,customer6292@example.com,DE,2022-09-07,Premium,2080.87
6293,Customer 6293,customer6293@example.com,UK,2024-10-13,Standard,3069.81
6294,Customer 6294,customer6294@example.com,AU,2018-03-26,Basic,9088.04
6295,Customer 6295,customer6295@example.com,US,2022-11-05,Standard,521.46
6296,Customer 6296,customer6296@example.com,CA,2024-10-14,Basic,4881.38
6297,Customer 6297,customer6297@example.com,US,2024-09-09,Premium,506.16
6298,Customer 6298,customer6298@example.com,CA,2019-04-27,Basic,7022.99
6299,Customer 6299,customer6299@example.com,US,2024-01-25,Basic,8241.01
6300,Customer 6300,customer6300@example.com,CA,2021-03-01,Premium,880.72
6301,Customer 6301,customer6301@example.com,UK,2019-08-18,Standard,3847.87
6302,Customer 6302,customer6302@example.com,US,2021-10-05,Basic,2829.20
6303,Customer 6303,customer6303@example.com,DE,2024-04-16,Premium,3494.81
6304,Customer 6304,customer6304@example.com,AU,2022-06-24,Premium,1946.06
6305,Customer 6305,customer6305@example.com,US,2019-04-02,Basic,6596.36
6306,Customer 6306,customer6306@example.com,US,2021-04-24,Standard,8007.33
6307,Customer 6307,customer6307@example.com,CA,2019-10-13,Premium,279.09
6308,Customer 6308,customer6308@example.com,UK,2024-09-26,Standard,6813.39
6309,Customer 6309,customer6309@example.com,FR,2023-05-10,Standard,3697.25
6310,Customer 6310,customer6310@example.com,DE,2021-04-28,Standard,7291.45
6311,Customer 6311,customer6311@example.com,AU,2018-08-21,Basic,6821.07
6312,Customer 6312,customer6312@example.com,CA,2019-07-18,Basic,8964.46
6313,Customer 6313,customer6313@example.com,US,2022-12-23,Premium,2963.83
6314,Customer 6314,customer6314@example.com,CA,2018-10-28,Basic,5765.72
6315,Customer 6315,customer6315@example.com,CA,2020-09-25,Basic,2795.76
6316,Customer 6316,customer6316@example.com,AU,2023-06-14,Standard,9978.24
6317,Customer 6317,customer6317@example.com,UK,2022-07-27,Premium,2557.15
6318,Customer 6318,customer6318@example.com,CA,2024-06-18,Standard,9236.21
6319,Customer 6319,customer6319@example.com,DE,2020-08-08,Premium,1464.89
6320,Customer 6320,customer6320@example.com,FR,2018-10-29,Basic,5392.74
6321,Customer 6321,customer6321@example.com,US,2019-06-16,Standard,4913.00
6322,Customer 6322,customer6322@example.com,IN,2023-01-11,Premium,2239.21
6323,Customer 6323,customer6323@example.com,FR,2023-10-19,Standard,579.35
6324,Customer 6324,customer6324@example.com,AU,2018-08-01,Standard,2441.39
6325,Customer 6325,customer6325@example.com,FR,2022-06-10,Premium,4396.33
6326,Customer 6326,customer6326@example.com,US,2022-02-28,Premium,1379.73
6327,Customer 6327,customer6327@example.com,IN,2018-12-26,Basic,6369.55
6328,Customer 6328,customer6328@example.com,DE,2018-02-02,Basic,5495.68
6329,Customer 6329,customer6329@example.com,US,2018-02-14,Premium,5907.75
6330,Customer 6330,customer6330@example.com,IN,2019-04-30,Premium,681.15
6331,Customer 6331,customer6331@example.com,CA,2020-08-29,Basic,385.24
6332,Customer 6332,customer6332@example.com,DE,2019-07-09,Premium,6122.27
6333,Customer 6333,customer6333@example.com,DE,2019-10-10,Basic,2080.31
6334,Customer 6334,customer6334@example.com,FR,2022-02-28,Basic,4728.16
6335,Customer 6335,customer6335@example.com,IN,2022-02-10,Premium,8588.93
6336,Customer 6336,customer6336@example.com,IN,2020-02-04,Standard,512.43
6337,Customer 6337,customer6337@example.com,IN,2023-12-25,Standard,525.68
6338,Customer 6338,customer6338@example.com,AU,2023-03-14,Standard,9180.59
6339,Customer 6339,customer6339@example.com,FR,2021-04-24,Basic,3284.64
6340,Customer 6340,customer6340@example.com,AU,2021-01-24,Basic,5946.30
6341,Customer 6341,customer6341@example.com,UK,2018-06-29,Standard,2929.72
6342,Customer 6342,customer6342@example.com,IN,2024-10-13,Standard,6965.51
6343,Customer 6343,customer6343@example.com,DE,2020-07-11,Basic,996.57
6344,Customer 6344,customer6344@example.com,IN,2018-03-08,Basic,5654.49
6345,Customer 6345,customer6345@example.com,CA,2024-02-23,Basic,3953.97
6346,Customer 6346,customer6346@example.com,CA,2021-12-06,Basic,2192.48
6347,Customer 6347,customer6347@example.com,AU,2021-03-05,Standard,4041.56
6348,Customer 6348,customer6348@example.com,FR,2019-10-05,Premium,6011.47
6349,Customer 6349,customer6349@example.com,CA,2022-02-28,Premium,1321.14
6350,Customer 6350,customer6350@example.com,IN,2023-07-21,Premium,3217.48
6351,Customer 6351,customer6351@example.com,FR,2022-04-06,Premium,2423.86
6352,Customer 6352,customer6352@example.com,AU,2022-07-31,Premium,8127.51
6353,Customer 6353,customer6353@example.com,AU,2019-07-26,Standard,5463.43
6354,Customer 6354,customer6354@example.com,US,2023-01-08,Premium,3033.69
6355,Customer 6355,customer6355@example.com,AU,2019-09-24,Standard,9027.80
6356,Customer 6356,customer6356@example.com,FR,2018-03-07,Premium,2047.73
6357,Customer 6357,customer6357@example.com,AU,2018-09-15,Standard,5089.28
6358,Customer 6358,customer6358@example.com,US,2018-10-18,Standard,9553.44
6359,Customer 6359,customer6359@example.com,CA,2018-01-18,Premium,4468.07
6360,Customer 6360,customer6360@example.com,CA,2019-01-05,Standard,5020.80
6361,Customer 6361,customer6361@example.com,US,2021-07-18,Standard,634.29
6362,Customer 6362,customer6362@example.com,IN,2022-12-08,Basic,712.20
6363,Customer 6363,customer6363@example.com,UK,2020-01-05,Standard,3092.00
6364,Customer 6364,customer6364@example.com,UK,2020-10-01,Basic,3331.33
6365,Customer 6365,customer6365@example.com,FR,2024-05-12,Standard,660.48
6366,Customer 6366,customer6366@example.com,FR,2020-12-18,Basic,7478.84
6367,Customer 6367,customer6367@example.com,UK,2019-02-02,Basic,8135.34
6368,Customer 6368,customer6368@example.com,CA,2023-03-31,Basic,638.70
6369,Customer 6369,customer6369@example.com,CA,2023-03-01,Premium,5769.43
6370,Customer 6370,customer6370@example.com,CA,2018-11-24,Basic,9330.82
6371,Customer 6371,customer6371@example.com,CA,2024-06-15,Basic,4038.81
6372,Customer 6372,customer6372@example.com,CA,2021-05-15,Basic,4105.70
6373,Customer 6373,customer6373@example.com,UK,2022-10-26,Standard,3944.60
6374,Customer 6374,customer6374@example.com,US,2024-03-18,Premium,2028.60
6375,Customer 6375,customer6375@example.com,DE,2024-10-23,Standard,2712.05
6376,Customer 6376,customer6376@example.com,CA,2024-04-10,Standard,4020.28
6377,Customer 6377,customer6377@example.com,US,2022-03-13,Basic,4740.20
6378,Customer 6378,customer6378@example.com,AU,2020-01-31,Premium,9938.82
6379,Customer 6379,customer6379@example.com,CA,2023-05-13,Standard,8032.76
6380,Customer 6380,customer6380@example.com,US,2024-01-30,Standard,2519.17
6381,Customer 6381,customer6381@example.com,US,2019-02-15,Basic,1937.53
6382,Customer 6382,customer6382@example.com,US,2024-10-07,Standard,4381.62
6383,Customer 6383,customer6383@example.com,UK,2020-06-07,Premium,8518.06
6384,Customer 6384,customer6384@example.com,UK,2024-10-08,Basic,4842.67
6385,Customer 6385,customer6385@example.com,AU,2019-06-30,Premium,5698.67
6386,Customer 6386,customer6386@example.com,AU,2022-07-17,Standard,2664.86
6387,Customer 6387,customer6387@example.com,UK,2024-04-15,Premium,3289.38
6388,Customer 6388,customer6388@example.com,AU,2019-11-03,Standard,9354.24
6389,Customer 6389,customer6389@example.com,FR,2022-03-21,Basic,8608.72
6390,Customer 6390,customer6390@example.com,CA,2020-02-05,Standard,1736.85
6391,Customer 6391,customer6391@example.com,FR,2020-08-27,Basic,9337.22
6392,Customer 6392,customer6392@example.com,UK,2020-07-05,Basic,5395.68
6393,Customer 6393,customer6393@example.com,DE,2019-07-31,Premium,1452.94
6394,Customer 6394,customer6394@example.com,CA,2020-01-17,Premium,5794.79
6395,Customer 6395,customer6395@example.com,DE,2018-01-01,Premium,4290.47
6396,Customer 6396,customer6396@example.com,UK,2020-07-22,Premium,5211.03
6397,Customer 6397,customer6397@example.com,DE,2019-07-21,Premium,9619.12
6398,Customer 6398,customer6398@example.com,FR,2018-10-17,Basic,5950.80
6399,Customer 6399,customer6399@example.com,UK,2024-10-26,Premium,8016.98
6400,Customer 6400,customer6400@example.com,FR,2021-09-19,Standard,8633.98
6401,Customer 6401,customer6401@example.com,DE,2021-01-05,Basic,3486.76
6402,Customer 6402,customer6402@example.com,FR,2018-08-24,Standard,3303.71
6403,Customer 6403,customer6403@example.com,IN,2024-10-31,Basic,787.46
6404,Customer 6404,customer6404@example.com,IN,2020-06-24,Premium,391.60
6405,Customer 6405,customer6405@example.com,CA,2022-05-31,Standard,9848.35
6406,Customer 6406,customer6406@example.com,UK,2019-09-26,Premium,7757.22
6407,Customer 6407,customer6407@example.com,FR,2019-09-09,Premium,4978.36
6408,Customer 6408,customer6408@example.com,FR,2023-03-28,Premium,2117.15
6409,Customer 6409,customer6409@example.com,US,2022-08-24,Basic,5111.70
6410,Customer 6410,customer6410@example.com,US,2022-06-20,Standard,9292.94
6411,Customer 6411,customer6411@example.com,CA,2023-05-13,Premium,9262.58
6412,Customer 6412,customer6412@example.com,FR,2018-01-15,Premium,5629.27
6413,Customer 6413,customer6413@example.com,US,2020-09-02,Standard,7995.95
6414,Customer 6414,customer6414@example.com,DE,2024-11-21,Standard,1777.71
6415,Customer 6415,customer6415@example.com,IN,2021-05-31,Premium,6338.73
6416,Customer 6416,customer6416@example.com,US,2018-06-03,Basic,4781.88
6417,Customer 6417,customer6417@example.com,CA,2021-05-03,Basic,631.09
6418,Customer 6418,customer6418@example.com,FR,2021-01-11,Premium,6786.44
6419,Customer 6419,customer6419@example.com,AU,2022-11-15,Standard,7836.86
6420,Customer 6420,customer6420@example.com,DE,2023-09-05,Premium,4337.47
6421,Customer 6421,customer6421@example.com,FR,2019-07-19,Standard,5734.83
6422,Customer 6422,customer6422@example.com,US,2022-10-27,Premium,236.55
6423,Customer 6423,customer6423@example.com,US,2020-09-30,Basic,4107.90
6424,Customer 6424,customer6424@example.com,AU,2023-09-14,Basic,9822.91
6425,Customer 6425,customer6425@example.com,CA,2022-07-11,Standard,9464.06
6426,Customer 6426,customer6426@example.com,CA,2018-10-18,Standard,5779.40
6427,Customer 6427,customer6427@example.com,DE,2021-07-14,Basic,4908.44
6428,Customer 6428,customer6428@example.com,IN,2020-05-05,Premium,5274.91
6429,Customer 6429,customer6429@example.com,UK,2024-08-01,Basic,7723.74
6430,Customer 6430,customer6430@example.com,CA,2023-06-08,Basic,5785.72
6431,Customer 6431,customer6431@example.com,IN,2021-02-11,Basic,7916.98
6432,Customer 6432,customer6432@example.com,DE,2024-09-18,Basic,5110.25
6433,Customer 6433,customer6433@example.com,US,2024-08-10,Basic,6240.19
6434,Customer 6434,customer6434@example.com,DE,2021-07-08,Premium,8681.08
6435,Customer 6435,customer6435@example.com,IN,2020-04-30,Premium,8253.11
6436,Customer 6436,customer6436@example.com,AU,2022-11-23,Standard,2243.13
6437,Customer 6437,customer6437@example.com,UK,2020-06-30,Basic,2646.87
6438,Customer 6438,customer6438@example.com,FR,2019-02-20,Premium,1098.36
6439,Customer 6439,customer6439@example.com,CA,2024-02-23,Basic,7068.50
6440,Customer 6440,customer6440@example.com,IN,2018-11-02,Basic,8683.54
6441,Customer 6441,customer6441@example.com,US,2021-09-11,Basic,2954.33
6442,Customer 6442,customer6442@example.com,DE,2020-07-22,Standard,261.21
6443,Customer 6443,customer6443@example.com,CA,2018-10-27,Premium,6882.05
6444,Customer 6444,customer6444@example.com,FR,2019-11-01,Premium,9105.23
6445,Customer 6445,customer6445@example.com,AU,2024-08-20,Basic,7061.67
6446,Customer 6446,customer6446@example.com,DE,2023-08-01,Standard,1808.99
6447,Customer 6447,customer6447@example.com,CA,2019-10-24,Standard,4037.15
6448,Customer 6448,customer6448@example.com,FR,2023-08-27,Basic,4967.78
6449,Customer 6449,customer6449@example.com,AU,2023-10-04,Basic,5310.92
6450,Customer 6450,customer6450@example.com,UK,2020-04-19,Standard,5306.01
6451,Customer 6451,customer6451@example.com,IN,2023-06-02,Premium,3365.30
6452,Customer 6452,customer6452@example.com,IN,2021-04-03,Premium,3940.54
6453,Customer 6453,customer6453@example.com,US,2022-04-24,Basic,862.65
6454,Customer 6454,customer6454@example.com,CA,2020-03-29,Basic,7261.03
6455,Customer 6455,customer6455@example.com,IN,2022-02-24,Standard,3128.88
6456,Customer 6456,customer6456@example.com,CA,2024-06-13,Basic,5411.15
6457,Customer 6457,customer6457@example.com,AU,2021-01-15,Standard,342.56
6458,Customer 6458,customer6458@example.com,CA,2021-08-22,Basic,4340.98
6459,Customer 6459,customer6459@example.com,FR,2024-12-28,Standard,5716.95
6460,Customer 6460,customer6460@example.com,AU,2022-05-04,Premium,8847.58
6461,Customer 6461,customer6461@example.com,IN,2020-09-15,Premium,8577.53
6462,Customer 6462,customer6462@example.com,AU,2022-12-27,Premium,2093.17
6463,Customer 6463,customer6463@example.com,AU,2019-05-04,Premium,8410.17
6464,Customer 6464,customer6464@example.com,US,2024-06-08,Premium,4230.09
6465,Customer 6465,customer6465@example.com,FR,2022-06-30,Premium,173.35
6466,Customer 6466,customer6466@example.com,FR,2021-08-14,Standard,9018.60
6467,Customer 6467,customer6467@example.com,CA,2023-01-16,Basic,5115.02
6468,Customer 6468,customer6468@example.com,DE,2021-09-15,Standard,6688.55
6469,Customer 6469,customer6469@example.com,IN,2022-06-21,Standard,3345.00
6470,Customer 6470,customer6470@example.com,AU,2022-01-08,Standard,3585.44
6471,Customer 6471,customer6471@example.com,UK,2020-11-09,Standard,4366.44
6472,Customer 6472,customer6472@example.com,US,2018-01-29,Premium,3925.51
6473,Customer 6473,customer6473@example.com,FR,2021-10-14,Basic,7890.28
6474,Customer 6474,customer6474@example.com,FR,2023-12-15,Premium,2982.58
6475,Customer 6475,customer6475@example.com,US,2022-01-03,Premium,4205.76
6476,Customer 6476,customer6476@example.com,DE,2020-11-11,Standard,1154.46
6477,Customer 6477,customer6477@example.com,UK,2020-11-17,Standard,2674.12
6478,Customer 6478,customer6478@example.com,AU,2023-09-30,Basic,6155.06
6479,Customer 6479,customer6479@example.com,DE,2018-01-21,Premium,8036.59
6480,Customer 6480,customer6480@example.com,AU,2020-04-06,Premium,5339.91
6481,Customer 6481,customer6481@example.com,IN,2022-10-11,Premium,5174.33
6482,Customer 6482,customer6482@example.com,UK,2021-07-27,Standard,8685.90
6483,Customer 6483,customer6483@example.com,CA,2018-09-18,Standard,296.81
6484,Customer 6484,customer6484@example.com,UK,2022-07-31,Premium,551.26
6485,Customer 6485,customer6485@example.com,IN,2021-05-06,Standard,1623.44
6486,Customer 6486,customer6486@example.com,UK,2023-10-01,Basic,4171.00
6487,Customer 6487,customer6487@example.com,UK,2018-07-05,Basic,3394.57
6488,Customer 6488,customer6488@example.com,US,2024-01-24,Basic,7385.26
6489,Customer 6489,customer6489@example.com,UK,2018-05-05,Basic,7790.90
6490,Customer 6490,customer6490@example.com,DE,2018-10-11,Premium,2764.24
6491,Customer 6491,customer6491@example.com,IN,2018-02-19,Basic,7724.56
6492,Customer 6492,customer6492@example.com,CA,2018-09-29,Basic,4808.74
6493,Customer 6493,customer6493@example.com,FR,2024-06-16,Standard,1435.80
6494,Customer 6494,customer6494@example.com,DE,2021-10-10,Premium,5596.86
6495,Customer 6495,customer6495@example.com,US,2020-05-09,Standard,3953.48
6496,Customer 6496,customer6496@example.com,DE,2023-11-28,Premium,3058.36
6497,Customer 6497,customer6497@example.com,US,2023-03-16,Premium,3603.98
6498,Customer 6498,customer6498@example.com,AU,2022-03-27,Basic,4972.22
6499,Customer 6499,customer6499@example.com,IN,2018-02-28,Basic,3286.49
6500,Customer 6500,customer6500@example.com,CA,2020-07-01,Basic,2587.03
6501,Customer 6501,customer6501@example.com,US,2021-10-11,Basic,8301.03
6502,Customer 6502,customer6502@example.com,AU,2024-02-25,Premium,1489.52
6503,Customer 6503,customer6503@example.com,FR,2018-01-05,Premium,7200.55
6504,Customer 6504,customer6504@example.com,DE,2021-01-12,Premium,6541.67
6505,Customer 6505,customer6505@example.com,AU,2018-07-01,Premium,9697.52
6506,Customer 6506,customer6506@example.com,DE,2023-12-13,Basic,9752.08
6507,Customer 6507,customer6507@example.com,UK,2021-09-22,Basic,2875.63
6508,Customer 6508,customer6508@example.com,AU,2018-03-13,Standard,1992.98
6509,Customer 6509,customer6509@example.com,DE,2019-09-22,Premium,2350.84
6510,Customer 6510,customer6510@example.com,IN,2022-12-08,Basic,4652.38
6511,Customer 6511,customer6511@example.com,DE,2023-12-22,Standard,4656.73
6512,Customer 6512,customer6512@example.com,IN,2022-02-05,Premium,6597.43
6513,Customer 6513,customer6513@example.com,US,2023-10-05,Standard,7404.36
6514,Customer 6514,customer6514@example.com,CA,2023-11-11,Basic,1673.77
6515,Customer 6515,customer6515@example.com,US,2023-08-14,Basic,7570.68
6516,Customer 6516,customer6516@example.com,UK,2024-10-19,Standard,7888.41
6517,Customer 6517,customer6517@example.com,IN,2022-06-12,Basic,5191.60
6518,Customer 6518,customer6518@example.com,DE,2019-03-11,Basic,4260.82
6519,Customer 6519,customer6519@example.com,UK,2020-06-19,Premium,9713.63
6520,Customer 6520,customer6520@example.com,FR,2018-05-08,Basic,6463.97
6521,Customer 6521,customer6521@example.com,CA,2024-02-26,Standard,7192.67
6522,Customer 6522,customer6522@example.com,AU,2021-02-20,Premium,4646.54
6523,Customer 6523,customer6523@example.com,AU,2023-05-23,Standard,9288.11
6524,Customer 6524,customer6524@example.com,UK,2019-02-09,Standard,2005.45
6525,Customer 6525,customer6525@example.com,US,2022-04-22,Standard,1899.75
6526,Customer 6526,customer6526@example.com,IN,2020-05-25,Basic,9669.40
6527,Customer 6527,customer6527@example.com,CA,2018-12-21,Standard,1013.50
6528,Customer 6528,customer6528@example.com,AU,2023-12-10,Premium,4740.52
6529,Customer 6529,customer6529@example.com,IN,2019-09-05,Standard,7811.50
6530,Customer 6530,customer6530@example.com,FR,2022-01-21,Standard,5674.95
6531,Customer 6531,customer6531@example.com,FR,2024-12-26,Basic,5977.83
6532,Customer 6532,customer6532@example.com,US,2022-09-18,Premium,2432.11
6533,Customer 6533,customer6533@example.com,FR,2019-08-15,Premium,6572.26
6534,Customer 6534,customer6534@example.com,US,2023-01-19,Basic,5075.61
6535,Customer 6535,customer6535@example.com,IN,2018-04-21,Premium,8850.64
6536,Customer 6536,customer6536@example.com,UK,2023-04-16,Basic,8292.49
6537,Customer 6537,customer6537@example.com,US,2018-05-28,Basic,8144.26
6538,Customer 6538,customer6538@example.com,AU,2022-10-21,Standard,8256.83
6539,Customer 6539,customer6539@example.com,AU,2024-01-30,Basic,6413.85
6540,Customer 6540,customer6540@example.com,US,2024-03-11,Standard,8118.21
6541,Customer 6541,customer6541@example.com,FR,2024-07-07,Standard,7062.34
6542,Customer 6542,customer6542@example.com,US,2022-12-29,Standard,5014.36
6543,Customer 6543,customer6543@example.com,DE,2020-04-09,Basic,5295.83
6544,Customer 6544,customer6544@example.com,AU,2024-02-09,Basic,6280.72
6545,Customer 6545,customer6545@example.com,US,2023-01-28,Basic,2180.30
6546,Customer 6546,customer6546@example.com,IN,2018-09-29,Standard,5873.54
6547,Customer 6547,customer6547@example.com,DE,2023-07-17,Basic,674.97
6548,Customer 6548,customer6548@example.com,IN,2021-05-24,Standard,5148.28
6549,Customer 6549,customer6549@example.com,IN,2022-05-19,Premium,4109.37
6550,Customer 6550,customer6550@example.com,IN,2020-05-10,Basic,2709.39
6551,Customer 6551,customer6551@example.com,IN,2022-12-21,Standard,2133.09
6552,Customer 6552,customer6552@example.com,US,2019-09-30,Premium,6883.95
6553,Customer 6553,customer6553@example.com,FR,2018-11-21,Premium,2454.17
6554,Customer 6554,customer6554@example.com,FR,2019-03-22,Premium,1233.71
6555,Customer 6555,customer6555@example.com,CA,2024-10-04,Premium,6357.14
6556,Customer 6556,customer6556@example.com,DE,2018-12-28,Basic,8797.09
6557,Customer 6557,customer6557@example.com,IN,2019-02-13,Premium,9291.14
6558,Customer 6558,customer6558@example.com,CA,2024-01-21,Basic,6471.40
6559,Customer 6559,customer6559@example.com,AU,2019-02-07,Basic,7693.46
6560,Customer 6560,customer6560@example.com,AU,2018-04-19,Basic,8292.45
6561,Customer 6561,customer6561@example.com,US,2022-07-04,Standard,7181.16
6562,Customer 6562,customer6562@example.com,AU,2024-09-07,Premium,8743.46
6563,Customer 6563,customer6563@example.com,US,2023-02-06,Basic,1406.36
6564,Customer 6564,customer6564@example.com,FR,2019-08-25,Basic,5592.89
6565,Customer 6565,customer6565@example.com,FR,2024-03-16,Basic,8945.31
6566,Customer 6566,customer6566@example.com,UK,2021-01-30,Basic,5162.67
6567,Customer 6567,customer6567@example.com,AU,2022-11-24,Basic,3107.50
6568,Customer 6568,customer6568@example.com,FR,2018-07-09,Premium,7167.10
6569,Customer 6569,customer6569@example.com,US,2022-09-20,Standard,3346.25
6570,Customer 6570,customer6570@example.com,IN,2024-11-20,Standard,8636.30
6571,Customer 6571,customer6571@example.com,AU,2020-07-11,Premium,3449.36
6572,Customer 6572,customer6572@example.com,CA,2023-01-02,Premium,8023.62
6573,Customer 6573,customer6573@example.com,FR,2020-08-25,Basic,1105.46
6574,Customer 6574,customer6574@example.com,UK,2020-06-12,Premium,3296.76
6575,Customer 6575,customer6575@example.com,DE,2018-06-24,Basic,8457.16
6576,Customer 6576,customer6576@example.com,DE,2022-12-08,Basic,9060.18
6577,Customer 6577,customer6577@example.com,DE,2019-06-05,Basic,1026.78
6578,Customer 6578,customer6578@example.com,FR,2024-12-05,Basic,6787.47
6579,Customer 6579,customer6579@example.com,CA,2020-06-30,Basic,2811.10
6580,Customer 6580,customer6580@example.com,AU,2021-02-21,Standard,542.65
6581,Customer 6581,customer6581@example.com,DE,2023-09-17,Basic,2171.44
6582,Customer 6582,customer6582@example.com,US,2021-06-29,Premium,3154.83
6583,Customer 6583,customer6583@example.com,FR,2018-07-30,Basic,9205.49
6584,Customer 6584,customer6584@example.com,US,2019-09-17,Premium,9779.99
6585,Customer 6585,customer6585@example.com,AU,2021-08-14,Premium,2064.68
6586,Customer 6586,customer6586@example.com,IN,2022-12-24,Premium,3310.56
6587,Customer 6587,customer6587@example.com,AU,2022-05-31,Basic,6057.23
6588,Customer 6588,customer6588@example.com,CA,2018-06-03,Basic,6424.81
6589,Customer 6589,customer6589@example.com,AU,2023-01-19,Basic,4519.45
6590,Customer 6590,customer6590@example.com,US,2019-08-06,Premium,6424.21
6591,Customer 6591,customer6591@example.com,DE,2020-12-29,Standard,4320.88
6592,Customer 6592,customer6592@example.com,DE,2020-12-14,Standard,9765.63
6593,Customer 6593,customer6593@example.com,IN,2021-04-16,Premium,9158.30
6594,Customer 6594,customer6594@example.com,UK,2022-09-30,Basic,8576.63
6595,Customer 6595,customer6595@example.com,DE,2018-03-30,Premium,4376.86
6596,Customer 6596,customer6596@example.com,UK,2024-11-16,Standard,4849.68
6597,Customer 6597,customer6597@example.com,AU,2023-08-05,Basic,6652.86
6598,Customer 6598,customer6598@example.com,AU,2019-05-03,Standard,5864.69
6599,Customer 6599,customer6599@example.com,FR,2022-02-08,Standard,7093.54
6600,Customer 6600,customer6600@example.com,UK,2024-09-29,Basic,6726.66
6601,Customer 6601,customer6601@example.com,CA,2022-12-04,Premium,1134.16
6602,Customer 6602,customer6602@example.com,FR,2024-04-10,Basic,2162.94
6603,Customer 6603,customer6603@example.com,US,2019-07-14,Basic,8315.68
6604,Customer 6604,customer6604@example.com,DE,2024-04-09,Standard,9225.49
6605,Customer 6605,customer6605@example.com,CA,2021-05-31,Basic,1720.41
6606,Customer 6606,customer6606@example.com,AU,2020-07-17,Premium,1833.00
6607,Customer 6607,customer6607@example.com,US,2022-03-20,Basic,3791.20
6608,Customer 6608,customer6608@example.com,IN,2021-11-22,Basic,7414.77
6609,Customer 6609,customer6609@example.com,IN,2020-10-10,Basic,4385.32
6610,Customer 6610,customer6610@example.com,FR,2018-04-09,Standard,9112.78
6611,Customer 6611,customer6611@example.com,DE,2021-04-09,Standard,8480.93
6612,Customer 6612,customer6612@example.com,CA,2020-11-08,Standard,1849.19
6613,Customer 6613,customer6613@example.com,US,2021-11-15,Basic,6358.68
6614,Customer 6614,customer6614@example.com,DE,2024-02-10,Standard,6537.99
6615,Customer 6615,customer6615@example.com,CA,2023-06-18,Standard,7433.16
6616,Customer 6616,customer6616@example.com,IN,2019-04-16,Standard,730.06
6617,Customer 6617,customer6617@example.com,US,2021-10-11,Premium,9488.22
6618,Customer 6618,customer6618@example.com,UK,2018-11-12,Basic,6677.60
6619,Customer 6619,,FR,2024-05-01,Basic,810.87
6620,Customer 6620,customer6620@example.com,AU,2021-03-20,Premium,2356.47
6621,Customer 6621,customer6621@example.com,AU,2021-05-13,Standard,6709.70
6622,Customer 6622,customer6622@example.com,FR,2018-08-28,Basic,5948.91
6623,Customer 6623,customer6623@example.com,AU,2024-04-22,Premium,6970.55
6624,Customer 6624,customer6624@example.com,AU,2023-01-17,Standard,355.72
